data_doi,data_publisher,data_title,data_publication_year,data_authors,relation_type,pub_doi,pub_title,pub_date,pub_authors,pub_type,pub_publisher,source_id
10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b,Environmental Information Data Centre (EIDC),Plant-pollinator interactions database for construction of potential networks,2018.0,"['Redhead, J.W.', 'Coombes, C.F.', 'Dean, H.J.', 'Dyer, R.', 'Oliver, T.H.', 'Pocock, M.J.O.', 'Rorke, S.L.', 'Vanbergen, A.J.', 'Woodcock, B.A.', 'Pywell, R.F.']",references,https://committees.parliament.uk/writtenevidence/12281/pdf/,BIO0050 - Biodiversity and Ecosystems,2020-10-08,['Environmental Audit Committee'],Publication,UK Parliament Select Committee Publications,overton
10.5285/d92c91ec-2f96-4ab2-8549-37d520dbd5fc,Environmental Information Data Centre (EIDC),Historic Standardised Groundwater level Index (SGI) for 54 UK boreholes (1891-2015),2018.0,"['Bloomfield, J.P.', 'Marchant, B.P.', 'Wang, L.']",references,https://www.gov.uk/government/publications/review-of-the-research-and-scientific-understanding-of-drought,Review of the research and scientific understanding of drought,2023-11-28,['Environment Agency'],Publication,The UK Government,overton
10.5285/d92c91ec-2f96-4ab2-8549-37d520dbd5fc,Environmental Information Data Centre (EIDC),Historic Standardised Groundwater level Index (SGI) for 54 UK boreholes (1891-2015),2018.0,"['Bloomfield, J.P.', 'Marchant, B.P.', 'Wang, L.']",references,https://committees.parliament.uk/writtenevidence/21952/pdf/,RSK0066 - Risk Assessment and Risk Planning,2021-05-20,['Risk Assessment and Risk Planning Committee'],Publication,UK Parliament Select Committee Publications,overton
10.5285/caf989a5-82d7-4db7-b6ff-c0475fdae07e,Environmental Information Data Centre (EIDC),"Snow Survey of Great Britain: transcribed data for Scotland, 1945 to 2007",2016.0,"['Spencer, M.']",references,https://www.climatexchange.org.uk/projects/snow-cover-and-climate-change-in-the-cairngorms-national-park/,Snow Cover and Climate Change in the Cairngorms National Park,2019-12-02,"['Alessandro Gimona, James Hutton Institute', 'Mike Spencer, James Hutton Institute', 'Jonathan Ball, James Hutton Institute', 'Rebekka Artz, James Hutton Institute', 'Mike Rivington, James Hutton Institute', 'Douglas Wardell-Johnson, James Hutton Institute']",Publication,ClimateXChange,overton
10.5285/70b5cdda-72df-4007-b10e-d75b4046e603,Environmental Information Data Centre (EIDC),Structure and composition of woodlands across Mozambique,2017.0,"['Woollen, E.', 'Ryan, C.M.', 'Nhaduco, O.', 'Daude, I.A.', 'Manguiao, A.A.', 'Da Costa, A.A.', 'Lisboa, S.N.', 'Junior, J.F.', 'Mutemba, L.', 'Pais, A.', 'Zavale, M.', 'Cumbula, S.', 'Xerinda, H.', 'Buque, H.', 'Meneses, D.', 'Rodrigues, C.', 'Mário, A.M.', 'Ribeiro, N.', 'Domingos, L.P.', 'Mbandze, A.', 'Stedham, R.', 'Jennings, P.']",references,https://unfccc.int/documents/632915,"Call for input 2023 - Issues included in the annotated agenda and related annexes of the eighth meeting of the Article 6.4 Supervisory Body-Berkeley Carbon Trading Project, UC",2023-10-30,['United Nations Framework Convention on Climate Change'],Scholarly article,United Nations Framework Convention on Climate Change,overton
10.5285/33604ea0-c238-4488-813d-0ad9ab7c51ca,Environmental Information Data Centre (EIDC),Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2015) [CEH-GEAR],2016.0,"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",references,https://www.gov.uk/government/publications/meeting-our-future-water-needs-a-national-framework-for-water-resources,Meeting our future water needs: a national framework for water resources,2020-03-16,['Environment Agency'],Publication,The UK Government,overton
10.5285/ee9ab43d-a4fe-4e73-afd5-cd4fc4c82556,Environmental Information Data Centre (EIDC),Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2017) [CEH-GEAR],2019.0,"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",references,https://www.climatexchange.org.uk/projects/economic-potential-of-energy-crops/,Economic potential of energy crops,2025-01-13,"['Fiona Dowson, Ricardo plc', 'Judith Bates, Ricardo plc', 'Jessie Willcocks, Ricardo plc', 'Caroline Wood, Ricardo plc', 'Eleanor Peters, Ricardo plc', 'Laura Harpham, Ricardo plc', 'Amy Leake, Ricardo plc', 'Tayla David, Ricardo plc']",Publication,ClimateXChange,overton
10.5285/ee9ab43d-a4fe-4e73-afd5-cd4fc4c82556,Environmental Information Data Centre (EIDC),Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2017) [CEH-GEAR],2019.0,"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",references,https://www.climatexchange.org.uk/projects/the-potential-for-leguminous-crops-in-scotland/,The potential for leguminous crops in Scotland,2021-01-06,"['Jeremy Wiltshire, Ricardo Energy & Environment', 'Dave Freeman, Ricardo Energy & Environment', 'Jessie Willcocks, Ricardo Energy & Environment', 'Caroline Wood']",Publication,ClimateXChange,overton
10.5285/ee9ab43d-a4fe-4e73-afd5-cd4fc4c82556,Environmental Information Data Centre (EIDC),Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2017) [CEH-GEAR],2019.0,"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",references,https://www.climatexchange.org.uk/projects/perennial-energy-crops-and-their-potential-in-scotland-evidence-review/,Perennial energy crops and their potential in Scotland: evidence review,2020-12-17,"['Tom Priestley, Ricardo Energy & Environment', 'Judith Bates, Ricardo Energy & Environment', 'Jessie Willcocks, Ricardo Energy & Environment', 'Jeremy Wiltshire, Ricardo Energy & Environment', 'Becky Jenkins, Ricardo Energy & Environment', 'Helen McKay, Forest Research', 'Gareth Martin, Ricardo Energy & Environment', 'Leo Ingvorsen, Ricardo Energy & Environment', 'Steve Croxton, Uniper']",Publication,ClimateXChange,overton
10.5285/fd6ae272-aeb5-4573-8e8a-7ccfae64f506,Environmental Information Data Centre (EIDC),"Vegetation plot data from the UKCEH Countryside Survey, Great Britain, 2019",2020.0,"['Smart, S.M.', 'Andrews, C.', 'Fitos, E.', 'Garbutt, R.A.', 'Gray, A.', 'Henrys, P.A.', 'Koblizek, E.', 'Pallett, D.W.', 'Robinson, D.A.', 'Rose, R.J.', 'Rowe, R.L.', 'Scarlett, P.', 'Towill, J.', 'Wagner, M.', 'Williams, B.', 'Wood, C.M.']",references,https://dx.doi.org/https://doi.org/10.1787/e72d9f28-fr,Lignes directrices pour l’élaboration d’un indicateur de biodiversité des habitats agricoles propre à l’OCDE,2023-09-01,"['Petra Dieker', 'Jussi Lankoski', 'Felix Herzog', 'Kelly Cobourn', 'Ulrike Bayr', 'Wendy J Fjellstad']",Working paper,OECD,overton
10.5285/fd6ae272-aeb5-4573-8e8a-7ccfae64f506,Environmental Information Data Centre (EIDC),"Vegetation plot data from the UKCEH Countryside Survey, Great Britain, 2019",2020.0,"['Smart, S.M.', 'Andrews, C.', 'Fitos, E.', 'Garbutt, R.A.', 'Gray, A.', 'Henrys, P.A.', 'Koblizek, E.', 'Pallett, D.W.', 'Robinson, D.A.', 'Rose, R.J.', 'Rowe, R.L.', 'Scarlett, P.', 'Towill, J.', 'Wagner, M.', 'Williams, B.', 'Wood, C.M.']",references,https://dx.doi.org/https://doi.org/10.1787/09d45d55-en,Guidelines for the development of an OECD farmland habitat biodiversity indicator,2023-07-11,"['Jussi Lankoski', 'Kelly Cobourn']",Working paper,OECD,overton
10.5285/f3310fe1-a6ea-4cdd-b9f6-f7fc66e4652e,Environmental Information Data Centre (EIDC),"Land Cover Map 2021 (25m rasterised land parcels, N. Ireland)",2022.0,"['Marston, C.', 'Rowland, C.S.', ""O'Neil, A.W."", 'Morton, R.D.']",references,https://www.daera-ni.gov.uk/nutrients-action-programme-implementation-report-2020-2023,Nutrients Action Programme Implementation Report for 2020 – 2023,2024-07-01,['Northern Ireland Executive'],Publication,Northern Ireland Executive,overton
10.5285/d4c6029a-464c-49d0-bcc7-75757cab2b3a,Environmental Information Data Centre (EIDC),Growth of five species of trees on experimental plots on sand tailings left after mining for rutile in Sierra Leone,2015.0,"['Dick, J.', 'Garnett, T.', 'Jones, S.', 'Karim, A.B.', 'Sundufu, A.J.', 'Wadsworth, R.A.', 'Okoni-Williams, A.']",references,https://hdl.handle.net/10986/24813,Tree-Based Production Systems for Africa’s Drylands,2016-08-19,"['Garrity, Dennis', 'Place, Frank', 'Mohan, Sid', 'GEN07', 'Agostini, Paola']",Publication,World Bank,overton
10.5285/d4c6029a-464c-49d0-bcc7-75757cab2b3a,Environmental Information Data Centre (EIDC),Growth of five species of trees on experimental plots on sand tailings left after mining for rutile in Sierra Leone,2015.0,"['Dick, J.', 'Garnett, T.', 'Jones, S.', 'Karim, A.B.', 'Sundufu, A.J.', 'Wadsworth, R.A.', 'Okoni-Williams, A.']",references,https://openknowledge.worldbank.org/handle/10986/24813,Tree-Based Production Systems for Africa’s Drylands,2016-08-08,"['Place, Frank', 'Mohan, Sid', 'Garrity, Dennis', 'Agostini, Paola']",Publication,World Bank,overton
10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Environmental Information Data Centre (EIDC),Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],2014.0,"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",references,https://www.theccc.org.uk/publication/met-office-for-the-asc-developing-h-climate-change-scenarios/,Developing H++ climate change scenarios (Met Office),2015-10-27,['Committee on Climate Change'],Publication,Committee on Climate Change,overton
10.5285/57748e4f-d0a4-4648-8a61-bd1c2066db1e,Environmental Information Data Centre (EIDC),"Water chemistry measured from peatland sub-catchments in the Flow Country, Scotland following a wildfire 2019-2020",2022.0,"['Fernandez-Garcia, P.', 'Anderson, R.', 'Felgate, S.', 'Gaffney, P.', 'Gilbert, P.', 'Grant, A.', 'Mayor, D.', 'Pickard, A.E.']",references,https://www.gov.uk/government/publications/review-of-the-research-and-scientific-understanding-of-drought,Review of the research and scientific understanding of drought,2023-11-28,['Environment Agency'],Publication,The UK Government,overton
10.5285/a3ff9411-3a7a-47e1-9b3e-79f21648237d,Environmental Information Data Centre (EIDC),"Land Cover Map 2021 (1km summary rasters, GB and N. Ireland)",2022.0,"['Marston, C.', 'Rowland, C.S.', ""O'Neil, A.W."", 'Morton, R.D.']",references,https://www.theccc.org.uk/publication/uk-rural-land-use-archetypes-part-2/,"UK rural land use archetypes - part two (UKCEH, Eunomia, and University of East Anglia) - Climate Change Committee",2025-05-21,['Committee on Climate Change'],Publication,Committee on Climate Change,overton
10.5285/a3ff9411-3a7a-47e1-9b3e-79f21648237d,Environmental Information Data Centre (EIDC),"Land Cover Map 2021 (1km summary rasters, GB and N. Ireland)",2022.0,"['Marston, C.', 'Rowland, C.S.', ""O'Neil, A.W."", 'Morton, R.D.']",references,https://www.theccc.org.uk/publication/archetypes-representative-of-current-uk-rural-land-use-and-land-management-ukceh/,Archetypes representative of current UK rural land-use and land-management (UKCEH) - Climate Change Committee,2023-08-01,['Committee on Climate Change'],Publication,Committee on Climate Change,overton
10.5285/60764028-adeb-4316-987a-14b3b21a8f9a,Environmental Information Data Centre (EIDC),"Land Cover Map 2015 (vector, N. Ireland)",2017.0,"['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",references,https://www.daera-ni.gov.uk/publications/quantifying-hydrological-effect-woodland-creation-camowen-and-drumragh-catchments-omagh-northern,"Quantifying the hydrological effect of woodland creation in the Camowen and Drumragh catchments, Omagh, Northern Ireland",2018-03-14,['Northern Ireland Executive'],Publication,Northern Ireland Executive,overton
10.5285/e44ae9bd-fa32-4aab-9524-fbb11d34a20a,Environmental Information Data Centre (EIDC),"Land Cover Map 2021 (10m classified pixels, N. Ireland)",2022.0,"['Marston, C.', 'Rowland, C.S.', ""O'Neil, A.W."", 'Morton, R.D.']",references,https://committees.parliament.uk/publications/33168/documents/179645/default/,Report - Making the most out of England’s land,2022-12-13,['Land Use in England Committee'],Publication,UK Parliament Select Committee Publications,overton
10.5285/0e99d57e-1757-451f-ac9d-92fd1256f02a,Environmental Information Data Centre (EIDC),"Land Cover Map 2020 (land parcels, GB)",2021.0,"['Morton, R.D.', 'Marston, C.G.', ""O'Neil, A.W."", 'Rowland, C.S.']",references,https://www.gov.uk/guidance/a-guide-to-forestry-commissions-sensitivity-maps-for-woodland-creation,A guide to Forestry Commission’s sensitivity maps for woodland creation,2023-08-16,['Forestry Commission'],Publication,The UK Government,overton
10.5285/9e4451f8-23d3-40dc-9302-73e30ad3dd76,Environmental Information Data Centre (EIDC),Model estimates of topsoil carbon [Countryside Survey],2012.0,"['Henrys, P.A.', 'Keith, A.M.', 'Robinson, D.A.', 'Emmett, B.A.']",references,https://www.theccc.org.uk/publication/uk-rural-land-use-archetypes-part-2/,"UK rural land use archetypes - part two (UKCEH, Eunomia, and University of East Anglia) - Climate Change Committee",2025-05-21,['Committee on Climate Change'],Publication,Committee on Climate Change,overton
10.5285/9e4451f8-23d3-40dc-9302-73e30ad3dd76,Environmental Information Data Centre (EIDC),Model estimates of topsoil carbon [Countryside Survey],2012.0,"['Henrys, P.A.', 'Keith, A.M.', 'Robinson, D.A.', 'Emmett, B.A.']",references,https://www.gov.scot/publications/scoping-study-identify-current-soil-organic-carbon-sequestration-scottish-soils/,Soil organic carbon sequestration: scoping study,2021-12-20,['The Scottish Government'],Publication,The Scottish Government,overton
10.5285/d347ed22-2b57-4dce-88e3-31a4d00d4358,Environmental Information Data Centre (EIDC),Yield Constraint Score (YCS) for the effect of five crop stresses on global production of four staple food crops,2020.0,"['Sharps, K. ', 'Mills, G. ', 'Simpson, D. ', 'Pleijel, H. ', 'Frei, M. ', 'Burkey, K. ', 'Emberson, L. ', 'Uddling, J. ', 'Broberg, M. ', 'Feng, Z.', 'Kobayashi, K.', 'Agrawal, M.']",references,https://library.wmo.int/records/item/68654-the-impacts-of-tropospheric-ozone-pollution-on-crop-yield-mechanisms-quantification-and-options-for-mitigation,The Impacts of Tropospheric Ozone Pollution on Crop Yield: Mechanisms,2023-12-06,['World Meteorological Organization'],Publication,World Meteorological Organization,overton
10.5285/d347ed22-2b57-4dce-88e3-31a4d00d4358,Environmental Information Data Centre (EIDC),Yield Constraint Score (YCS) for the effect of five crop stresses on global production of four staple food crops,2020.0,"['Sharps, K. ', 'Mills, G. ', 'Simpson, D. ', 'Pleijel, H. ', 'Frei, M. ', 'Burkey, K. ', 'Emberson, L. ', 'Uddling, J. ', 'Broberg, M. ', 'Feng, Z.', 'Kobayashi, K.', 'Agrawal, M.']",references,https://www.ipcc.ch/report/sixth-assessment-report-working-group-ii/,"AR6 Climate Change 2022: Impacts, Adaptation and Vulnerability",2022-02-01,['IPCC'],Publication,IPCC,overton
10.5285/b6b92ce3-dcd7-4f0b-8e43-e937ddf1d4eb,Environmental Information Data Centre (EIDC),Spatial inventory of UK waterbodies,2021.0,"['Taylor, P.J.']",references,https://www.gov.uk/government/publications/exploring-recreational-water-use-in-england,Exploring recreational water use in England,2025-08-11,['Environment Agency'],Publication,The UK Government,overton
10.5285/a29c5465-b138-234d-e053-6c86abc040b9,British Oceanographic Data Centre (BODC),The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,2020.0,['GEBCO Bathymetric Compilation Group 2020'],references,https://blueconomy.govmu.org/Documents/Publications/WIOJMS%20Special%20Issue.pdf,Marine Science,2022-07-19,"['Ministry of Blue Economy, Marine Resources, Fisheries and Shipping']",Publication,Government of Mauritius,overton
10.5285/a29c5465-b138-234d-e053-6c86abc040b9,British Oceanographic Data Centre (BODC),The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,2020.0,['GEBCO Bathymetric Compilation Group 2020'],references,https://digitallibrary.un.org/record/3978757?ln=en,The second world ocean assessment.,2021-01-01,['United Nations'],Publication,United Nations,overton
10.5285/e0f0bb80-ab44-2739-e053-6c86abc0289c,British Oceanographic Data Centre (BODC),The GEBCO_2022 Grid - a continuous terrain model of the global oceans and land.,2022.0,['GEBCO Bathymetric Compilation Group 2022'],references,https://www.epa.wa.gov.au/sites/default/files/PER_documentation2/Appendix%20C%20-%20Alkimos%20Seawater%20Desalination%20Plant%20Marine%20Noise%20Study.pdf,Alkimos Seawater Desalination Plant,2022-08-31,['Environmental Protection Authority'],Publication,State of Western Australia,overton
10.5285/e0f0bb80-ab44-2739-e053-6c86abc0289c,British Oceanographic Data Centre (BODC),The GEBCO_2022 Grid - a continuous terrain model of the global oceans and land.,2022.0,['GEBCO Bathymetric Compilation Group 2022'],references,https://openknowledge.fao.org/handle/20.500.14283/CC1346EN,Nansen scientific expedition off Mauritania and Senegal 2021,2022-01-01,['FAO'],Publication,Food and Agriculture Organization of the United Nations,overton
10.5285/e0f0bb80-ab44-2739-e053-6c86abc0289c,British Oceanographic Data Centre (BODC),The GEBCO_2022 Grid - a continuous terrain model of the global oceans and land.,2022.0,['GEBCO Bathymetric Compilation Group 2022'],references,https://openknowledge.fao.org/handle/20.500.14283/CC1346FR,Campagne scientifique du navire de recherche Dr. Fridtjof Nansen au large de la Mauritanie et du Sénégal en 2021,2022-01-01,['FAO'],Publication,Food and Agriculture Organization of the United Nations,overton
10.5285/10d3e3640f004c578403419aac167d82,Centre for Environmental Data Analysis (CEDA),CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),2019.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://www.unescwa.org/publications/riccar-future-climate-mashreq,Future climate projections for the Mashreq region: summary outcomes,2022-09-19,['United Nations ESCWA'],Publication,United Nations ESCWA,overton
10.5285/10d3e3640f004c578403419aac167d82,Centre for Environmental Data Analysis (CEDA),CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),2019.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://www.unescwa.org/publications/future-climate-projections-mashreq-region-methodology,Future climate projections for the Mashreq region: methodology,2022-07-19,['United Nations ESCWA'],Publication,United Nations ESCWA,overton
10.5285/10d3e3640f004c578403419aac167d82,Centre for Environmental Data Analysis (CEDA),CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),2019.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://digitallibrary.un.org/record/4000568?ln=en,Future Climate Projections for the Mashreq Region: Summary Outcomes Regional Initiative for the Assessment of Climate Change Impacts on Water Resources and Socio-Economic Vulnerability in the Arab Region (Riccar) : Technical Report,2021-07-14,['United Nations'],Publication,United Nations,overton
10.5285/10d3e3640f004c578403419aac167d82,Centre for Environmental Data Analysis (CEDA),CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),2019.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://digitallibrary.un.org/record/4000566?ln=en,Future Climate Projections for the Mashreq Region: Methodology : Regional Initiative for the Assessment of Climate Change Impacts on Water Resources and Socio-Economic Vulnerability in the Arab Region (Riccar),2021-07-06,['United Nations'],Publication,United Nations,overton
10.5285/10d3e3640f004c578403419aac167d82,Centre for Environmental Data Analysis (CEDA),CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),2019.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://unfccc.int/documents/254196,Zambia. National communication (NC). NC 3.,2020-09-24,['United Nations Framework Convention on Climate Change'],Publication,United Nations Framework Convention on Climate Change,overton
10.5285/10d3e3640f004c578403419aac167d82,Centre for Environmental Data Analysis (CEDA),CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),2019.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://www.prio.org/Publications/Publication/?x=12564,"Rainfall Variability and Violent, State-Based Conflict: A Machine Learning Approach to Estimate Context Specificity",2020-01-01,"['Mathilde Bålsrud Mjelva', 'Jonas Vestby']",Publication,Peace Research Insitute Oslo,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,https://hdl.handle.net/10568/148563,"Understanding the adoption of high-iron varieties in Maharashtra, India: What explains popularity?",2024-06-21,"['Smale, Melinda', 'Diressie, Michael Tedla', 'Birol, Ekin']",Publication,CGIAR,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,https://openknowledge.fao.org/handle/20.500.14283/i8499zh,动态发展、人口变化与膳食转变,2023-01-01,"['Dawe, D.; Ahuja, V.; Bloem S.; Damen, B.; Martyn, T.; Whiting, L.']",Publication,Food and Agriculture Organization of the United Nations,overton
