data_doi,data_publisher,data_title,data_publication_year,data_authors,relation_type,pub_doi,pub_title,pub_date,pub_authors,pub_type,pub_publisher,source_id
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,https://pure.iiasa.ac.at/id/eprint/17780/?template=default_internal,"Mining, land-use and regional income in Brazil: Economic and environmental perspectives on resource-dependent development",2021-10-01,"['Luckeneder, S.']",Publication,IIASA,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,https://unfccc.int/documents/254196,Zambia. National communication (NC). NC 3.,2020-09-24,['United Nations Framework Convention on Climate Change'],Publication,United Nations Framework Convention on Climate Change,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,https://openknowledge.fao.org/handle/20.500.14283/I8499EN,"Dynamic development, shifting demographics and changing diets",2018-01-01,"['Dawe, D.; Ahuja, V.; Bloem S.; Damen, B.; Martyn, T.; Whiting, L.']",Publication,Food and Agriculture Organization of the United Nations,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,http://www.ifpri.org/publication/understanding-adoption-high-iron-varieties-maharashtra-india-what-explains-popularity,"Understanding the adoption of high-iron varieties in Maharashtra,",2016-05-31,"['Melinda Smale', 'Michael Tedla Diressie']",Publication,IFPRI,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,http://ebrary.ifpri.org/digital/collection/p15738coll2/id/130725,"Understanding the adoption of high-iron varieties in Maharashtra, India: What explains popularity?",2016-05-31,['IFPRI'],Working paper,IFPRI,overton
10.5285/d0e1585d-3417-485f-87ae-4fcecf10a992,Centre for Environmental Data Analysis (CEDA),CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),2013.0,"['Harris, Ian']",references,https://www.cccep.ac.uk/publication/flooded-cities/,Flooded cities – Centre for Climate Change Economics and Policy,2015-12-15,['Adriana Kocornik-Mina'],Working paper,ESRC Centre for Climate Change Economics and Policy,overton
10.5285/bbdfd09a04304158b366777eba0d2aeb,Centre for Environmental Data Analysis (CEDA),High resolution Standardized Precipitation Evapotranspiration Index (SPEI) dataset for Africa,2019.0,"['Peng, Jian', 'Dadson, Simon', 'Hirpa, Feyera', 'Dyer, Ellen', 'Lees, Thomas', 'Miralles, Diego G', 'Vicente-Serrano, Sergio M. Vicente-Serrano', 'Funk, Chris']",references,https://www.wider.unu.edu/publication/estimating-effects-and-seasonal-dynamics-malawis-201516-drought-and-humanitarian,Estimating the effects and seasonal dynamics of Malawi’s 2015/16 drought and humanitarian transfers on household food insecurity and child malnutrition,2025-05-21,"['Edwin Kenamu', 'Liesbeth Colen']",Working paper,United Nations University World Institute for Development Economics Research,overton
10.5285/fa20aaa2060e40cabf5fedce7a9716d0,Centre for Environmental Data Analysis (CEDA),"ESA Snow Climate Change Initiative (Snow_cci): Snow Water Equivalent (SWE) level 3C daily global climate research data package (CRDP) (1979 – 2018), version 1.0",2020.0,"['Luojus, Kari', 'Moisander, Mikko', 'Pulliainen, Jouni', 'Takala, Matias', 'Lemmetyinen, Juha', 'Derksen, Chris', 'Mortimer, Colleen', 'Schwaizer, Gabriele', 'Nagler, Thomas']",references,https://climatelibrary.ecc.gov.nt.ca/dataset/cae0ea22-e4e9-498b-8448-047d106e8bdd/resource/9860e682-bc70-45be-9655-a82524da6584/download/eccc_inventory_climate_data_and_climate_projections.pdf,An inventory of historical climate data and climate projections,2023-02-23,['Government of Northwest Territories'],Publication,Government of Northwest Territories,overton
10.5285/bedc59f37c9545c981a839eb552e4084,Centre for Environmental Data Analysis (CEDA),"ESA Biomass Climate Change Initiative (Biomass_cci): Global datasets of forest above-ground biomass for the year 2017, v1",2019.0,"['Santoro, Maurizio', 'Cartus, Oliver']",references,https://openknowledge.fao.org/handle/20.500.14283/cd2650en,Cosmic ray neutron sensing,2025-01-01,"['Said, H.; Franz, T.; Baroni, G.; Rosolem, R.; Mbaye, M.; Fulajtár, E.; Dercon, G.; Heng, L.;']",Publication,Food and Agriculture Organization of the United Nations,overton
10.5285/58f00d8814064b79a0c49662ad3af537,Centre for Environmental Data Analysis (CEDA),"ESA Fire Climate Change Initiative (Fire_cci): MODIS Fire_cci Burned Area Pixel product, version 5.1",2018.0,"['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Lizundia-Loiola, Joshua', 'Storm, Thomas', 'Padilla Parellada, Marc']",references,https://institute.smartprosperity.ca/publications/avoiding-leakage-by-design,Avoiding Leakage from Nature-Based Offsets by Design,2023-01-13,['Smart Prosperity Institute'],Publication,Smart Prosperity Institute,overton
10.5285/58f00d8814064b79a0c49662ad3af537,Centre for Environmental Data Analysis (CEDA),"ESA Fire Climate Change Initiative (Fire_cci): MODIS Fire_cci Burned Area Pixel product, version 5.1",2018.0,"['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Lizundia-Loiola, Joshua', 'Storm, Thomas', 'Padilla Parellada, Marc']",references,https://www.lse.ac.uk/granthaminstitute/publication/avoiding-leakage-from-nature-based-offsets-by-design/,Avoiding leakage from nature-based offsets by design - Grantham Research Institute on climate change and the environment,2023-01-12,['Grantham Institute'],Working paper,Grantham Institute,overton
10.5285/58f00d8814064b79a0c49662ad3af537,Centre for Environmental Data Analysis (CEDA),"ESA Fire Climate Change Initiative (Fire_cci): MODIS Fire_cci Burned Area Pixel product, version 5.1",2018.0,"['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Lizundia-Loiola, Joshua', 'Storm, Thomas', 'Padilla Parellada, Marc']",references,https://wedocs.unep.org/20.500.11822/38017,Climate Change Mitigation in the ELP: Guidance and Tool Protocols - Measuring the Climate Change Mitigation Potential of the Endangered Landscape Programme,2022-02-02,['United Nations Environment Programme'],Publication,United Nations Environment Programme,overton
10.5285/58f00d8814064b79a0c49662ad3af537,Centre for Environmental Data Analysis (CEDA),"ESA Fire Climate Change Initiative (Fire_cci): MODIS Fire_cci Burned Area Pixel product, version 5.1",2018.0,"['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Lizundia-Loiola, Joshua', 'Storm, Thomas', 'Padilla Parellada, Marc']",references,https://wedocs.unep.org/20.500.11822/38016,Natural Climate Solutions Enabling Project: Report - Measuring the climate change mitigation potential of the Endangered Landscape Programme,2022-02-02,['United Nations Environment Programme'],Publication,United Nations Environment Programme,overton
10.5285/5f331c418e9f4935b8eb1b836f8a91b8,Centre for Environmental Data Analysis (CEDA),"ESA Biomass Climate Change Initiative (Biomass_cci): Global datasets of forest above-ground biomass for the years 2010, 2017 and 2018, v3",2021.0,"['Santoro, Maurizio', 'Cartus, Oliver']",references,http://publications.gc.ca/site/eng/9.924953/publication.html,Ecosystem accounting in Canadian agroecosystems / by Julie Botzas-Coluni and Jessica Andrews.: CS16-001/2023-1E-PDF Publications - Canada.ca,2023-09-13,"['Statistics Canada, issuing body.']",Publication,Government of Canada,overton
10.5285/af60720c1e404a9e9d2c145d2b2ead4e,Centre for Environmental Data Analysis (CEDA),"ESA Biomass Climate Change Initiative (Biomass_cci): Global datasets of forest above-ground biomass for the years 2010, 2017, 2018, 2019 and 2020, v4",2023.0,"['Santoro, Maurizio', 'Cartus, Oliver']",references,https://hdl.handle.net/10568/135865,Deforestación en la Amazonia Peruana: Modelamiento de Promotores,2023-12-22,"['Castro, A.', 'Juarez, H.', 'Gutiérrez, D.', 'Sylvester, J.', 'Navarrete, C.', 'Hualla, V.', 'Pradel, W.', 'Vanegas, M.']",Publication,CGIAR,overton
10.5285/af60720c1e404a9e9d2c145d2b2ead4e,Centre for Environmental Data Analysis (CEDA),"ESA Biomass Climate Change Initiative (Biomass_cci): Global datasets of forest above-ground biomass for the years 2010, 2017, 2018, 2019 and 2020, v4",2023.0,"['Santoro, Maurizio', 'Cartus, Oliver']",references,https://hdl.handle.net/10568/135861,Análisis de los factores impulsores de la migración en el Perú: Un Estudio de los Flujos Migratorios desde Áreas Rurales hacia la Selva y Lima,2023-12-22,"['Juarez, H.', 'Hualla, V.', 'Hernandez, Manuel A.', 'Berrospi, Maria Lucia', 'Navarrete, C.', 'Pradel, W.']",Publication,CGIAR,overton
10.5285/84403d09cef3485883158f4df2989b0c,Centre for Environmental Data Analysis (CEDA),"ESA Biomass Climate Change Initiative (Biomass_cci): Global datasets of forest above-ground biomass for the years 2010, 2017 and 2018, v2",2021.0,"['Santoro, Maurizio', 'Cartus, Oliver']",references,https://mluk.brandenburg.de/sixcms/media.php/9/Zwischenbericht-Gutachten-Klimaplan-BB.pdf,Zwischenbericht zum Gutachten für den Klimaplan Brandenburg,2022-02-18,"['Ministry of Agriculture, Environment and Climate Protection']",Publication,State of Bradenburg,overton
10.5285/98af2184e13e4b91893ab72f301790db,Centre for Environmental Data Analysis (CEDA),Summary for Policymakers of the Working Group I Contribution to the IPCC Sixth Assessment Report - data for Figure SPM.8 (v20210809),2021.0,"['Fyfe, John', 'Fox-Kemper, Baylor', 'Kopp, Robert', 'Garner, Gregory']",references,https://aspe.hhs.gov/reports/climate-change-drug-demand,Impact of Climate Change on Health and Drug Demand,2024-09-23,['ASPE'],Publication,ASPE,overton
10.5285/98af2184e13e4b91893ab72f301790db,Centre for Environmental Data Analysis (CEDA),Summary for Policymakers of the Working Group I Contribution to the IPCC Sixth Assessment Report - data for Figure SPM.8 (v20210809),2021.0,"['Fyfe, John', 'Fox-Kemper, Baylor', 'Kopp, Robert', 'Garner, Gregory']",references,https://royalsociety.org/news-resources/publications/2022/ipcc-ar6-summary/,Climate change in the critical decade,2022-11-03,['Royal Society'],Publication,Royal Society,overton
10.5285/4647cc9ad3c044439d6c643208d3c494,Centre for Environmental Data Analysis (CEDA),"ESA Snow Climate Change Initiative (Snow_cci): Snow Water Equivalent (SWE) level 3C daily global climate research data package (CRDP) (1979 – 2020), version 2.0",2022.0,"['Luojus, Kari', 'Moisander, Mikko', 'Pulliainen, Jouni', 'Takala, Matias', 'Lemmetyinen, Juha', 'Derksen, Chris', 'Mortimer, Colleen', 'Schwaizer, Gabriele', 'Nagler, Thomas', 'Venäläinen, Pinja']",references,https://library.wmo.int/records/item/69033-state-of-global-water-resources-report-2023,State of Global Water Resources report 2023,2024-10-07,['World Meteorological Organization'],Publication,World Meteorological Organization,overton
10.5285/4647cc9ad3c044439d6c643208d3c494,Centre for Environmental Data Analysis (CEDA),"ESA Snow Climate Change Initiative (Snow_cci): Snow Water Equivalent (SWE) level 3C daily global climate research data package (CRDP) (1979 – 2020), version 2.0",2022.0,"['Luojus, Kari', 'Moisander, Mikko', 'Pulliainen, Jouni', 'Takala, Matias', 'Lemmetyinen, Juha', 'Derksen, Chris', 'Mortimer, Colleen', 'Schwaizer, Gabriele', 'Nagler, Thomas', 'Venäläinen, Pinja']",references,https://www.miteco.gob.es/content/dam/miteco/es/ceneam/recursos/mini-portales-tematicos/Cclimatico/State%20of%20Global%20Water%20Resources%202023.pdf,Report,2024-10-07,['Department of Ecological Transition and Demographic Challenge'],Publication,Government of Spain,overton
10.5285/4647cc9ad3c044439d6c643208d3c494,Centre for Environmental Data Analysis (CEDA),"ESA Snow Climate Change Initiative (Snow_cci): Snow Water Equivalent (SWE) level 3C daily global climate research data package (CRDP) (1979 – 2020), version 2.0",2022.0,"['Luojus, Kari', 'Moisander, Mikko', 'Pulliainen, Jouni', 'Takala, Matias', 'Lemmetyinen, Juha', 'Derksen, Chris', 'Mortimer, Colleen', 'Schwaizer, Gabriele', 'Nagler, Thomas', 'Venäläinen, Pinja']",references,https://digitallibrary.un.org/record/4063063?ln=en,State of global water resources 2023,2024-01-01,['United Nations'],Publication,United Nations,overton
10.5285/4647cc9ad3c044439d6c643208d3c494,Centre for Environmental Data Analysis (CEDA),"ESA Snow Climate Change Initiative (Snow_cci): Snow Water Equivalent (SWE) level 3C daily global climate research data package (CRDP) (1979 – 2020), version 2.0",2022.0,"['Luojus, Kari', 'Moisander, Mikko', 'Pulliainen, Jouni', 'Takala, Matias', 'Lemmetyinen, Juha', 'Derksen, Chris', 'Mortimer, Colleen', 'Schwaizer, Gabriele', 'Nagler, Thomas', 'Venäläinen, Pinja']",references,https://climatelibrary.ecc.gov.nt.ca/dataset/cae0ea22-e4e9-498b-8448-047d106e8bdd/resource/9860e682-bc70-45be-9655-a82524da6584/download/eccc_inventory_climate_data_and_climate_projections.pdf,An inventory of historical climate data and climate projections,2023-02-23,['Government of Northwest Territories'],Publication,Government of Northwest Territories,overton
10.5285/3c324bb4ee394d0d876fe2e1db217378,Centre for Environmental Data Analysis (CEDA),"ESA Lakes Climate Change Initiative (Lakes_cci): Lake products, Version 1.0",2020.0,"['Crétaux, Jean-François', 'Merchant, Christopher J.', 'Duguay, Claude', 'Simis, Stefan', 'Calmettes, Beatriz', 'Bergé-Nguyen, Muriel', 'Wu, Yuhao', 'Zhang, Daoyuan', 'Carrea, Laura', 'Liu, Xiaohan', 'Selmes, Nick', 'Warren, Mark']",references,https://www.umweltbundesamt.de/publikationen/operationalisierung-von-das-indikatoren,Operationalisierung von DAS-Indikatoren mit Fernerkundungsdaten (DASIF),2024-11-11,['Umwelt Bundesamt'],Publication,Umwelt Bundesamt,overton
10.5285/edf8febfdaad48abb2cbaf7d7e846a86,Centre for Environmental Data Analysis (CEDA),CRU TS4.00: Climatic Research Unit (CRU) Time-Series (TS) version 4.00 of high resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2015),2017.0,"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,https://openknowledge.fao.org/handle/20.500.14283/CA4895EN,WaPOR quality assessment,2019-01-01,['FAO and IHE Delft'],Publication,Food and Agriculture Organization of the United Nations,overton
10.5285/8194b416cbee482b89e0dfbe17c5786c,Centre for Environmental Data Analysis (CEDA),CHESS-SCAPE: Future projections of meteorological variables at 1 km resolution for the United Kingdom 1980-2080 derived from UK Climate Projections 2018,2022.0,"['Robinson, Emma L.', 'Huntingford, Chris', 'Semeena, V. S.', 'Bullock, James M.']",references,https://www.crew.ac.uk/publication/mitigating-climate-change-phase-2,Mitigating climate change impacts on the water quality of Scottish standing waters | CREW | Scotland's Centre of Expertise for Waters,2024-03-20,['Center of Expertise for Waters'],Publication,Center of Expertise for Waters,overton
10.5285/8194b416cbee482b89e0dfbe17c5786c,Centre for Environmental Data Analysis (CEDA),CHESS-SCAPE: Future projections of meteorological variables at 1 km resolution for the United Kingdom 1980-2080 derived from UK Climate Projections 2018,2022.0,"['Robinson, Emma L.', 'Huntingford, Chris', 'Semeena, V. S.', 'Bullock, James M.']",references,https://www.crew.ac.uk/publication/assessing-climate-change-impacts-water-quality-scottish-standing-waters,Assessing climate change impacts on the water quality of Scottish standing waters | CREW | Scotland's Centre of Expertise for Waters,2022-04-25,['Center of Expertise for Waters'],Publication,Center of Expertise for Waters,overton
10.5285/f99a6179-0040-443c-aa3b-2f489814a368,National Geoscience Data Centre (NGDC),"Deep geothermal potential areas in the UK, version 2",2024.0,['British Geological Survey'],references,https://www.gov.uk/government/publications/uk-geothermal-platform,UK Geothermal Platform ,2025-08-11,['Department for Energy Security and Net Zero'],Publication,The UK Government,overton
10.5285/5ba67d62cdc249a3bc5b1c38b339beb3,Centre for Environmental Data Analysis (CEDA),"HadUK-Grid Gridded Climate Observations on a 5km grid over the UK, v1.3.0.ceda (1836-2023)",2024.0,"['Met Office', 'Hollis, Dan', 'Carlisle, Emily', 'Kendon, Michael', 'Packman, Stephen', 'Doherty, Amy']",references,https://environmentalstandards.scot/our-work/our-corporate-and-governance-reports/letter-from-mark-roberts-to-edward-mountain-msp-sewage-analytical-report/,Letter from Mark Roberts to Edward Mountain MSP,2024-09-24,['Environmental Standards Scotland'],Publication,Environmental Standards Scotland,overton
10.5285/9a8a0770-d7fc-4fc4-b83f-227e1170f2eb,Centre for Environmental Data Analysis (CEDA),CRU CY3.22: Climatic Research Unit (CRU) Year-by-Year Variation of Selected Climate Variables by CountrY (CY) version 3.22 (Jan. 1901 - Dec. 2013),2014.0,"['Harris, Ian']",references,https://hdl.handle.net/10568/151106,Beyond a middle income Africa: Transforming African economies for sustained growth with rising employment and incomes,2024-08-01,"['Badiane, Ousmane', 'Makombe, Tsitsi']",Publication,CGIAR,overton
10.5285/9a8a0770-d7fc-4fc4-b83f-227e1170f2eb,Centre for Environmental Data Analysis (CEDA),CRU CY3.22: Climatic Research Unit (CRU) Year-by-Year Variation of Selected Climate Variables by CountrY (CY) version 3.22 (Jan. 1901 - Dec. 2013),2014.0,"['Harris, Ian']",references,http://www.ifpri.org/publication/beyond-middle-income-africa-transforming-african-economies-sustained-growth-rising-0,Beyond a middle income Africa: Transforming African economies for,2016-01-28,"['Ousmane Badiane', 'Tsitsi Makombe']",Publication,IFPRI,overton
10.5285/7edd216fcf794b1f9a5889d496d50e54,Centre for Environmental Data Analysis (CEDA),"HadUK-Grid Climate Observations by Administrative Regions over the UK, v1.1.0.0 (1836-2021)",2022.0,"['Met Office', 'Hollis, Dan', 'McCarthy, Mark', 'Kendon, Michael', 'Legg, Tim']",references,https://ifs.org.uk/publications/how-much-public-spending-does-each-area-receive-local-authority-level-estimates-health,"How much public spending does each area receive? Local authority level estimates of health, police, school and local government spending",2023-08-15,"['Kate Ogden', 'Max Warner', 'David Phillips']",Publication,Institute for Fiscal Studies,overton
10.5285/709cbc2f-af5c-4d09-a4ea-6deb5aa8c5d8,National Geoscience Data Centre (NGDC),"Local and moment magnitudes of Preston New Road seismicity, 2018-2019",2022.0,"['Kettlety, Tom', 'Butcher, Antony']",references,https://www.gov.uk/government/publications/review-of-the-geological-science-of-shale-gas-fracturing,Review of the geological science of shale gas fracturing,2022-09-22,"['Department for Business, Energy & Industrial Strategy']",Publication,The UK Government,overton
10.5285/76cad0b4f6f141ada1c44a4ce9e7d4bd,Centre for Environmental Data Analysis (CEDA),Summary for Policymakers of the Working Group I Contribution to the IPCC Sixth Assessment Report - data for Figure SPM.1 (v20210809),2021.0,"['Gillett, Nathan P.', 'Malinina, Elizaveta', 'Kaufman, Darrell', 'Neukom, Raphael']",references,https://www.mext.go.jp/content/20230531-mxt_kankyou-100000543_9.pdf,Ipcc Ar6/wg1 広報資料（基礎編）,2023-03-28,"['Ministry of Education, Culture, Sports, Science and Technology']",Publication,Government of Japan,overton
10.5285/28e889210f884b469d7168fde4b4e54f,Centre for Environmental Data Analysis (CEDA),"ESA Permafrost Climate Change Initiative (Permafrost_cci): Permafrost extent for the Northern Hemisphere, v2.0",2020.0,"['Obu, Jaroslav', 'Westermann, Sebastian', 'Barboux, Chloé', 'Bartsch, Annett', 'Delaloye, Reynald', 'Grosse, Guido', 'Heim, Birgit', 'Hugelius, Gustaf', 'Irrgang, Anna', 'Kääb, Andreas Max', 'Kroisleitner, Christine', 'Matthes, Heidrun', 'Nitze, Ingmar', 'Pellet, Cécile', 'Seifert, Frank Martin', 'Strozzi, Tazio', 'Wegmüller, Urs', 'Wieczorek, Mareike', 'Wiesmann, Andreas']",references,https://oaarchive.arctic-council.org/handle/11374/3043,Arctic Peatlands and Mineral Wetlands Maps,2022-11-04,"['Hugelius, Gustaf', 'Barry, Tom', 'CAFF']",Publication,Arctic Council,overton
10.5285/28e889210f884b469d7168fde4b4e54f,Centre for Environmental Data Analysis (CEDA),"ESA Permafrost Climate Change Initiative (Permafrost_cci): Permafrost extent for the Northern Hemisphere, v2.0",2020.0,"['Obu, Jaroslav', 'Westermann, Sebastian', 'Barboux, Chloé', 'Bartsch, Annett', 'Delaloye, Reynald', 'Grosse, Guido', 'Heim, Birgit', 'Hugelius, Gustaf', 'Irrgang, Anna', 'Kääb, Andreas Max', 'Kroisleitner, Christine', 'Matthes, Heidrun', 'Nitze, Ingmar', 'Pellet, Cécile', 'Seifert, Frank Martin', 'Strozzi, Tazio', 'Wegmüller, Urs', 'Wieczorek, Mareike', 'Wiesmann, Andreas']",references,https://www.miljodirektoratet.no/publikasjoner/2021/mai-2021/fjernmaling-av-metanutslipp-ved-bruk-av-sentinel-5p-en-mulighetsstudie/,Fjernmåling av metanutslipp ved bruk av Sentinel-5P: en mulighetsstudie - Miljødirektoratet,2021-03-25,['Norwegian Environment Agency'],Publication,Norwegian Environment Agency,overton
10.5285/28e889210f884b469d7168fde4b4e54f,Centre for Environmental Data Analysis (CEDA),"ESA Permafrost Climate Change Initiative (Permafrost_cci): Permafrost extent for the Northern Hemisphere, v2.0",2020.0,"['Obu, Jaroslav', 'Westermann, Sebastian', 'Barboux, Chloé', 'Bartsch, Annett', 'Delaloye, Reynald', 'Grosse, Guido', 'Heim, Birgit', 'Hugelius, Gustaf', 'Irrgang, Anna', 'Kääb, Andreas Max', 'Kroisleitner, Christine', 'Matthes, Heidrun', 'Nitze, Ingmar', 'Pellet, Cécile', 'Seifert, Frank Martin', 'Strozzi, Tazio', 'Wegmüller, Urs', 'Wieczorek, Mareike', 'Wiesmann, Andreas']",references,https://nilu.brage.unit.no/nilu-xmlui/handle/11250/2756989,Fjernmåling av metanutslipp ved bruk av Sentinel-5P: en mulighetsstudie,2021-03-25,['Norsk Institutt for Luftforskning'],Publication,Norsk Institutt for Luftforskning,overton
10.5285/4c7fdfa6-f176-4c58-acee-683d5e9d2ed5,Centre for Environmental Data Analysis (CEDA),CRU TS3.23: Climatic Research Unit (CRU) Time-Series (TS) Version 3.23 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan.1901-Dec.2014),2015.0,"['Harris, Ian']",references,https://idrc-crdi.ca/en/node/123325,"Climate variability and impacts on maize (Zea mays) yield in Ghana, West Africa",2022-01-25,['International Development Research Centre'],Publication,International Development Research Centre,overton
